,时间,公司名称,股票代码,问询函类型,文件编号
1464,2016-10-21,福星股份,000926,关注函,CDD00092640103.pdf
1465,2016-10-19,珠海中富,000659,关注函,CDD00065940066.pdf
1466,2016-10-18,银亿股份,000981,许可类重组问询函,CDD00098140079.pdf
1467,2016-10-17,金马股份,000980,许可类重组问询函,CDD00098040074.pdf
1468,2016-10-17,全新好,000007,关注函,CDD00000740058.pdf
1469,2016-10-14,河北宣工,000923,许可类重组问询函,CDD00092340055.pdf
1470,2016-10-13,中航地产,000043,非许可类重组问询函,CDD00004340040.pdf
1471,2016-10-10,河池化工,000953,关注函,CDD00095340018.pdf
1472,2016-09-30,*ST新都,000033,关注函,CDD00003340004.pdf
1473,2016-09-29,ST华泽,000693,关注函,CDD00069339960.pdf
1474,2016-09-29,中国天楹,000035,关注函,CDD00003539962.pdf
1475,2016-09-29,渝三峡Ａ,000565,许可类重组问询函,CDD00056539996.pdf
1476,2016-09-29,中银绒业,000982,关注函,CDD00098239987.pdf
1477,2016-09-29,泸天化,000912,关注函,CDD00091239985.pdf
1478,2016-09-28,华菱钢铁,000932,许可类重组问询函,CDD00093239964.pdf
1479,2016-09-28,新能泰山,000720,许可类重组问询函,CDD00072039976.pdf
1480,2016-09-26,西王食品,000639,非许可类重组问询函,CDD00063939941.pdf
1481,2016-09-26,ST生化,000403,关注函,CDD00040339944.pdf
1482,2016-09-24,长航凤凰,000520,关注函,CDD00052039947.pdf
1483,2016-09-23,神州高铁,000008,关注函,CDD00000839939.pdf
1484,2016-09-22,珠海中富,000659,半年报问询函,CDD00065939890.pdf
1485,2016-09-21,沙隆达Ａ,000553,许可类重组问询函,CDD00055339904.pdf
1486,2016-09-20,山东地矿,000409,许可类重组问询函,CDD00040939899.pdf
1487,2016-09-20,康达尔,000048,关注函,CDD00004839907.pdf
1488,2016-09-20,康达尔,000048,关注函,CDD00004839906.pdf
1489,2016-09-20,康达尔,000048,关注函,CDD00004839906.pdf
1490,2016-09-19,*ST建峰,000950,许可类重组问询函,CDD00095039876.pdf
1491,2016-09-15,ST华泽,000693,关注函,CDD00069339880.pdf
1492,2016-09-14,*ST南电A,000037,非许可类重组问询函,CDD00003739885.pdf
1493,2016-09-13,*ST新都,000033,关注函,CDD00003339856.pdf
1494,2016-09-13,方大集团,000055,关注函,CDD00005539870.pdf
1495,2016-09-13,*ST钱江,000913,关注函,CDD00091339859.pdf
1496,2016-09-13,ST华泽,000693,关注函,CDD00069339861.pdf
1497,2016-09-09,*ST济柴,000617,许可类重组问询函,CDD00061739840.pdf
1498,2016-09-08,天山股份,000877,关注函,CDD00087739833.pdf
1499,2016-09-08,西安旅游,000610,关注函,CDD00061039832.pdf
1500,2016-09-08,佛塑科技,000973,关注函,CDD00097339828.pdf
1501,2016-09-08,ST华泽,000693,关注函,CDD00069339831.pdf
1502,2016-09-07,盈峰环境,000967,关注函,CDD00096739808.pdf
1503,2016-09-07,*ST烯碳,000511,半年报问询函,CDD00051139818.pdf
1504,2016-09-05,ST华泽,000693,半年报问询函,CDD00069339781.pdf
1505,2016-09-05,*ST生物,000504,非许可类重组问询函,CDD00050439790.pdf
1506,2016-09-01,方大化工,000818,关注函,CDD00081839779.pdf
1507,2016-08-31,北部湾港,000582,许可类重组问询函,CDD00058239759.pdf
1508,2016-08-31,岭南控股,000524,许可类重组问询函,CDD00052439762.pdf
1509,2016-08-31,*ST钒钛,000629,非许可类重组问询函,CDD00062939770.pdf
1510,2016-08-26,一汽夏利,000927,非许可类重组问询函,CDD00092739743.pdf
1511,2016-08-26,金路集团,000510,关注函,CDD00051039731.pdf
1512,2016-08-25,格力电器,000651,许可类重组问询函,CDD00065139723.pdf
1513,2016-08-25,万方发展,000638,关注函,CDD00063839706.pdf
1514,2016-08-22,宝塔实业,000595,关注函,CDD00059539699.pdf
1515,2016-08-19,珠海中富,000659,关注函,CDD00065939683.pdf
1516,2016-08-18,*ST韶钢,000717,关注函,CDD00071739684.pdf
1517,2016-08-11,方大化工,000818,许可类重组问询函,CDD00081839640.pdf
1518,2016-08-10,四川双马,000935,关注函,CDD00093539635.pdf
1519,2016-08-08,中钨高新,000657,许可类重组问询函,CDD00065739617.pdf
1520,2016-08-08,*ST珠江,000505,许可类重组问询函,CDD00050539611.pdf
1521,2016-08-08,渤海金控,000415,许可类重组问询函,CDD00041539613.pdf
1522,2016-08-05,万  科Ａ,000002,关注函,CDD00000239615.pdf
1523,2016-08-05,上峰水泥,000672,关注函,CDD00067239586.pdf
1524,2016-08-02,康达尔,000048,关注函,CDD00004839565.pdf
1525,2016-08-02,康达尔,000048,关注函,CDD00004839565.pdf
1526,2016-07-29,国农科技,000004,非许可类重组问询函,CDD00000439546.pdf
1527,2016-07-28,嘉凯城,000918,关注函,CDD00091839543.pdf
1528,2016-07-27,*ST烯碳,000511,关注函,CDD00051139539.pdf
1529,2016-07-27,康达尔,000048,关注函,CDD00004839529.pdf
1530,2016-07-27,康达尔,000048,关注函,CDD00004839529.pdf
1531,2016-07-27,康达尔,000048,关注函,CDD00004839529.pdf
1532,2016-07-27,康达尔,000048,关注函,CDD00004839529.pdf
1533,2016-07-25,*ST生物,000504,关注函,CDD00050439504.pdf
1534,2016-07-24,东旭光电,000413,关注函,CDD00041339513.pdf
1535,2016-07-22,华菱钢铁,000932,许可类重组问询函,CDD00093239507.pdf
1536,2016-07-19,*ST盈方,000670,关注函,CDD00067039466.pdf
1537,2016-07-19,美锦能源,000723,关注函,CDD00072339477.pdf
1538,2016-07-18,ST生化,000403,关注函,CDD00040339463.pdf
1539,2016-07-18,长城动漫,000835,非许可类重组问询函,CDD00083539459.pdf
1540,2016-07-15,万方发展,000638,非许可类重组问询函,CDD00063839453.pdf
1541,2016-07-15,全新好,000007,关注函,CDD00000739449.pdf
1542,2016-07-15,东凌国际,000893,关注函,CDD00089339443.pdf
1543,2016-07-15,欣龙控股,000955,许可类重组问询函,CDD00095539429.pdf
1544,2016-07-14,广宇发展,000537,许可类重组问询函,CDD00053739435.pdf
1545,2016-07-14,西安旅游,000610,许可类重组问询函,CDD00061039434.pdf
1546,2016-07-14,银河生物,000806,关注函,CDD00080639425.pdf
1547,2016-07-13,西藏发展,000752,关注函,CDD00075239405.pdf
1548,2016-07-08,万  科Ａ,000002,关注函,CDD00000239384.pdf
1549,2016-07-08,康达尔,000048,关注函,CDD00004839360.pdf
1550,2016-07-08,深基地Ｂ,000053,许可类重组问询函,CDD00005339376.pdf
1551,2016-07-07,苏宁环球,000718,许可类重组问询函,CDD00071839370.pdf
1552,2016-07-07,长城动漫,000835,许可类重组问询函,CDD00083539358.pdf
1553,2016-07-05,冀东水泥,000401,许可类重组问询函,CDD00040139331.pdf
1554,2016-07-01,深大通,000038,关注函,CDD00003839293.pdf
1555,2016-07-01,苏宁环球,000718,关注函,CDD00071839283.pdf
1556,2016-07-01,宜华健康,000150,关注函,CDD00015039301.pdf
1557,2016-06-30,中银绒业,000982,关注函,CDD00098239278.pdf
1558,2016-06-30,长航凤凰,000520,许可类重组问询函,CDD00052039268.pdf
1559,2016-06-29,煤 气 化,000968,许可类重组问询函,CDD00096839257.pdf
1560,2016-06-29,全新好,000007,许可类重组问询函,CDD00000739266.pdf
1561,2016-06-28,特  力Ａ,000025,关注函,CDD00002539265.pdf
1562,2016-06-28,华西股份,000936,非许可类重组问询函,CDD00093639247.pdf
1563,2016-06-27,万  科Ａ,000002,关注函,CDD00000239246.pdf
1564,2016-06-27,万  科Ａ,000002,关注函,CDD00000239244.pdf
1565,2016-06-27,智度投资,000676,非许可类重组问询函,CDD00067639251.pdf
1566,2016-06-27,神州数码,000034,关注函,CDD00003439237.pdf
1567,2016-06-27,中基健康,000972,关注函,CDD00097239242.pdf
1568,2016-06-27,焦作万方,000612,关注函,CDD00061239229.pdf
1569,2016-06-27,焦作万方,000612,关注函,CDD00061239227.pdf
1570,2016-06-27,康达尔,000048,关注函,CDD00004839226.pdf
1571,2016-06-24,凯迪生态,000939,年报问询函,CDD00093939220.pdf
1572,2016-06-24,一汽夏利,000927,关注函,CDD00092739223.pdf
1573,2016-06-24,一汽轿车,000800,关注函,CDD00080039221.pdf
1574,2016-06-24,*ST皇台,000995,关注函,CDD00099539213.pdf
1575,2016-06-22,万  科Ａ,000002,许可类重组问询函,CDD00000239192.pdf
1576,2016-06-22,全新好,000007,年报问询函,CDD00000739205.pdf
1577,2016-06-22,全新好,000007,关注函,CDD00000739195.pdf
1578,2016-06-21,智度投资,000676,非许可类重组问询函,CDD00067639191.pdf
1579,2016-06-20,一汽轿车,000800,关注函,CDD00080039185.pdf
1580,2016-06-20,ST华泽,000693,关注函,CDD00069339177.pdf
1581,2016-06-17,华联股份,000882,关注函,CDD00088239159.pdf
1582,2016-06-16,山东地矿,000409,年报问询函,CDD00040938973.pdf
1583,2016-06-16,新 希 望,000876,许可类重组问询函,CDD00087639165.pdf
1584,2016-06-16,康达尔,000048,关注函,CDD00004839157.pdf
1585,2016-06-15,*ST钒钛,000629,年报问询函,CDD00062938970.pdf
1586,2016-06-14,康达尔,000048,关注函,CDD00004839116.pdf
1587,2016-06-14,西藏发展,000752,关注函,CDD00075239118.pdf
1588,2016-06-13,ST华泽,000693,关注函,CDD00069339113.pdf
1589,2016-06-13,美锦能源,000723,年报问询函,CDD00072338974.pdf
1590,2016-06-13,*ST神火,000933,年报问询函,CDD00093338969.pdf
1591,2016-06-13,*ST五稀,000831,年报问询函,CDD00083138971.pdf
1592,2016-06-13,国药一致,000028,许可类重组问询函,CDD00002839091.pdf
1593,2016-06-08,中国宝安,000009,关注函,CDD00000939087.pdf
1594,2016-06-07,*ST东钽,000962,年报问询函,CDD00096238967.pdf
1595,2016-06-07,康达尔,000048,关注函,CDD00004839071.pdf
1596,2016-06-06,汇源通信,000586,关注函,CDD00058639065.pdf
1597,2016-06-06,一汽夏利,000927,关注函,CDD00092739073.pdf
1598,2016-06-06,一汽轿车,000800,关注函,CDD00080039067.pdf
1599,2016-06-06,全新好,000007,关注函,CDD00000739061.pdf
1600,2016-06-06,西藏发展,000752,关注函,CDD00075239051.pdf
1601,2016-06-05,ST华泽,000693,关注函,CDD00069339035.pdf
1602,2016-06-05,焦作万方,000612,年报问询函,CDD00061238972.pdf
1603,2016-06-02,神州信息,000555,许可类重组问询函,CDD00055539023.pdf
1604,2016-06-02,长航凤凰,000520,关注函,CDD00052039037.pdf
1605,2016-05-31,电广传媒,000917,许可类重组问询函,CDD00091738910.pdf
1606,2016-05-31,*ST南电A,000037,年报问询函,CDD00003738968.pdf
1607,2016-05-30,全新好,000007,关注函,CDD00000739000.pdf
1608,2016-05-30,华神集团,000790,关注函,CDD00079038999.pdf
1609,2016-05-30,法 尔 胜,000890,关注函,CDD00089038989.pdf
1610,2016-05-30,*ST钱江,000913,年报问询函,CDD00091338909.pdf
1611,2016-05-30,ST华泽,000693,关注函,CDD00069338954.pdf
1612,2016-05-30,津滨发展,000897,年报问询函,CDD00089738305.pdf
1613,2016-05-30,焦作万方,000612,关注函,CDD00061238955.pdf
1614,2016-05-29,美的集团,000333,非许可类重组问询函,CDD00033338919.pdf
1615,2016-05-27,华塑控股,000509,非许可类重组问询函,CDD00050938926.pdf
1616,2016-05-27,金宇车城,000803,年报问询函,CDD00080338911.pdf
1617,2016-05-27,天夏智慧,000662,年报问询函,CDD00066238890.pdf
1618,2016-05-27,中房地产,000736,许可类重组问询函,CDD00073638886.pdf
1619,2016-05-27,山东地矿,000409,关注函,CDD00040938913.pdf
1620,2016-05-27,三木集团,000632,年报问询函,CDD00063238894.pdf
1621,2016-05-26,凯迪生态,000939,年报问询函,CDD00093938873.pdf
1622,2016-05-26,*ST珠江,000505,年报问询函,CDD00050538808.pdf
1623,2016-05-26,ST亚太,000691,年报问询函,CDD00069138854.pdf
1624,2016-05-26,中银绒业,000982,关注函,CDD00098238814.pdf
1625,2016-05-25,金城股份,000820,年报问询函,CDD00082038667.pdf
1626,2016-05-25,ST华泽,000693,关注函,CDD00069338818.pdf
1627,2016-05-25,*ST盈方,000670,年报问询函,CDD00067038795.pdf
1628,2016-05-25,华塑控股,000509,年报问询函,CDD00050938749.pdf
1629,2016-05-25,*ST烯碳,000511,年报问询函,CDD00051138485.pdf
1630,2016-05-24,*ST煤气,000968,年报问询函,CDD00096838739.pdf
1631,2016-05-24,韶能股份,000601,年报问询函,CDD00060138658.pdf
1632,2016-05-24,ST华泽,000693,关注函,CDD00069338581.pdf
1633,2016-05-24,荣丰控股,000668,年报问询函,CDD00066838748.pdf
1634,2016-05-24,粤华包Ｂ,000986,年报问询函,CDD00098638712.pdf
1635,2016-05-24,泸天化,000912,关注函,CDD00091238708.pdf
1636,2016-05-24,汇源通信,000586,许可类重组问询函,CDD00058638687.pdf
1637,2016-05-24,*ST冀装,000856,年报问询函,CDD00085638717.pdf
1638,2016-05-23,当代东方,000673,关注函,CDD00067338736.pdf
1639,2016-05-20,永安林业,000663,年报问询函,CDD00066338639.pdf
1640,2016-05-20,*ST合金,000633,年报问询函,CDD00063338593.pdf
1641,2016-05-20,世纪星源,000005,年报问询函,CDD00000538661.pdf
1642,2016-05-20,凯迪生态,000939,年报问询函,CDD00093938616.pdf
1643,2016-05-19,*ST恒立,000622,年报问询函,CDD00062238632.pdf
1644,2016-05-19,深大通,000038,年报问询函,CDD00003838626.pdf
1645,2016-05-19,银河生物,000806,年报问询函,CDD00080638489.pdf
1646,2016-05-19,华神集团,000790,关注函,CDD00079038574.pdf
1647,2016-05-19,中水渔业,000798,年报问询函,CDD00079838540.pdf
1648,2016-05-18,*ST恒立,000622,关注函,CDD00062238534.pdf
1649,2016-05-18,建投能源,000600,关注函,CDD00060038575.pdf
1650,2016-05-17,皖能电力,000543,关注函,CDD00054338524.pdf
1651,2016-05-17,中基健康,000972,关注函,CDD00097238428.pdf
1652,2016-05-17,ST生化,000403,年报问询函,CDD00040338441.pdf
1653,2016-05-17,*ST瓦轴B,000706,年报问询函,CDD00070638402.pdf
1654,2016-05-16,金洲慈航,000587,年报问询函,CDD00058738418.pdf
1655,2016-05-14,深华发Ａ,000020,年报问询函,CDD00002038407.pdf
1656,2016-05-14,康达尔,000048,年报问询函,CDD00004838399.pdf
1657,2016-05-13,佛塑科技,000973,关注函,CDD00097338422.pdf
1658,2016-05-13,南江B,000160,年报问询函,CDD00016038391.pdf
1659,2016-05-13,东北电气,000585,关注函,CDD00058538364.pdf
1660,2016-05-11,万泽股份,000534,年报问询函,CDD00053438369.pdf
1661,2016-05-11,天夏智慧,000662,年报问询函,CDD00066238355.pdf
1662,2016-05-11,三毛派神,000779,许可类重组问询函,CDD00077938293.pdf
1663,2016-05-11,泸天化,000912,关注函,CDD00091238360.pdf
1664,2016-05-11,ST华泽,000693,年报问询函,CDD00069338255.pdf
1665,2016-05-11,*ST皇台,000995,年报问询函,CDD00099538326.pdf
1666,2016-05-10,*ST蒙发,000611,年报问询函,CDD00061138324.pdf
1667,2016-05-10,深华新,000010,年报问询函,CDD00001038288.pdf
1668,2016-05-10,津滨发展,000897,关注函,CDD00089738243.pdf
1669,2016-05-09,平潭发展,000592,年报问询函,CDD00059238303.pdf
1670,2016-05-07,粤宏远Ａ,000573,年报问询函,CDD00057338260.pdf
1671,2016-05-06,*ST韶钢,000717,年报问询函,CDD00071738050.pdf
1672,2016-05-06,中银绒业,000982,年报问询函,CDD00098238185.pdf
1673,2016-05-06,金城股份,000820,年报问询函,CDD00082038195.pdf
1674,2016-05-05,*ST建峰,000950,年报问询函,CDD00095038145.pdf
1675,2016-05-05,北大医药,000788,年报问询函,CDD00078838218.pdf
1676,2016-05-05,新大洲Ａ,000571,关注函,CDD00057138225.pdf
1677,2016-05-04,烯碳新材,000511,关注函,CDD00051138237.pdf
1678,2016-05-04,深华发Ａ,000020,关注函,CDD00002038194.pdf
1679,2016-05-04,南方汇通,000920,许可类重组问询函,CDD00092038211.pdf
1680,2016-05-04,华泽钴镍,000693,关注函,CDD00069338198.pdf
1681,2016-05-04,珠海中富,000659,关注函,CDD00065938179.pdf
1682,2016-05-04,斯太尔,000760,关注函,CDD00076038203.pdf
1683,2016-05-04,亚太实业,000691,关注函,CDD00069138076.pdf
1684,2016-05-03,*ST生物,000504,年报问询函,CDD00050438188.pdf
1685,2016-05-02,众合科技,000925,许可类重组问询函,CDD00092538174.pdf
1686,2016-05-02,深天地Ａ,000023,关注函,CDD00002338135.pdf
1687,2016-05-02,金城股份,000820,关注函,CDD00082038165.pdf
1688,2016-05-02,长源电力,000966,关注函,CDD00096638132.pdf
1689,2016-04-29,*ST金源,000408,年报问询函,CDD00040838159.pdf
1690,2016-04-29,盈方微,000670,关注函,CDD00067038162.pdf
1691,2016-04-29,中色股份,000758,关注函,CDD00075838138.pdf
1692,2016-04-28,斯太尔,000760,年报问询函,CDD00076038092.pdf
1693,2016-04-27,华泽钴镍,000693,关注函,CDD00069338112.pdf
1694,2016-04-27,*ST皇台,000995,年报问询函,CDD00099538102.pdf
1695,2016-04-27,方大集团,000055,关注函,CDD00005538090.pdf
1696,2016-04-27,宝塔实业,000595,关注函,CDD00059538094.pdf
1697,2016-04-25,焦作万方,000612,关注函,CDD00061238069.pdf
1698,2016-04-25,东凌国际,000893,年报问询函,CDD00089338060.pdf
1699,2016-04-25,*ST广夏,000557,年报问询函,CDD00055738065.pdf
1700,2016-04-22,*ST金路,000510,年报问询函,CDD00051038023.pdf
1701,2016-04-22,深中华A,000017,关注函,CDD00001738036.pdf
1702,2016-04-21,河池化工,000953,年报问询函,CDD00095337997.pdf
1703,2016-04-21,通化金马,000766,关注函,CDD00076638035.pdf
1704,2016-04-21,建投能源,000600,关注函,CDD00060038018.pdf
1705,2016-04-21,*ST明胶,000606,年报问询函,CDD00060638024.pdf
1706,2016-04-21,沙隆达Ａ,000553,关注函,CDD00055337977.pdf
1707,2016-04-20,长航凤凰,000520,年报问询函,CDD00052038009.pdf
1708,2016-04-19,华泽钴镍,000693,关注函,CDD00069337965.pdf
1709,2016-04-19,南江B,000160,关注函,CDD00016037933.pdf
1710,2016-04-18,深华新,000010,关注函,CDD00001037950.pdf
1711,2016-04-18,诚志股份,000990,许可类重组问询函,CDD00099037947.pdf
1712,2016-04-18,航天科技,000901,许可类重组问询函,CDD00090137932.pdf
1713,2016-04-15,*ST中富,000659,年报问询函,CDD00065937905.pdf
1714,2016-04-15,深信泰丰,000034,关注函,CDD00003437922.pdf
1715,2016-04-15,神火股份,000933,关注函,CDD00093337919.pdf
1716,2016-04-15,丰原药业,000153,许可类重组问询函,CDD00015337898.pdf
1717,2016-04-14,中南建设,000961,关注函,CDD00096137886.pdf
1718,2016-04-14,炼石有色,000697,关注函,CDD00069737896.pdf
1719,2016-04-13,*ST济柴,000617,年报问询函,CDD00061737865.pdf
1720,2016-04-12,*ST酒鬼,000799,年报问询函,CDD00079937867.pdf
1721,2016-04-12,天音控股,000829,许可类重组问询函,CDD00082937874.pdf
1722,2016-04-12,罗 牛 山,000735,年报问询函,CDD00073537859.pdf
1723,2016-04-12,银星能源,000862,年报问询函,CDD00086237849.pdf
1724,2016-04-12,烯碳新材,000511,关注函,CDD00051137839.pdf
1725,2016-04-12,河池化工,000953,关注函,CDD00095337854.pdf
1726,2016-04-11,*ST酒鬼,000799,年报问询函,CDD00079937848.pdf
1727,2016-04-11,上峰水泥,000672,关注函,CDD00067237827.pdf
1728,2016-04-11,*ST夏利,000927,年报问询函,CDD00092737812.pdf
1729,2016-04-08,*ST宁通B,000468,年报问询函,CDD00046837738.pdf
1730,2016-04-08,通化金马,000766,非许可类重组问询函,CDD00076637807.pdf
1731,2016-04-07,深信泰丰,000034,非许可类重组问询函,CDD00003437805.pdf
1732,2016-04-07,远兴能源,000683,关注函,CDD00068337788.pdf
1733,2016-04-06,高鸿股份,000851,许可类重组问询函,CDD00085137795.pdf
1734,2016-04-06,沈阳化工,000698,年报问询函,CDD00069837757.pdf
1735,2016-04-05,珠江控股,000505,关注函,CDD00050537777.pdf
1736,2016-04-05,法 尔 胜,000890,非许可类重组问询函,CDD00089037774.pdf
1737,2016-04-05,金马股份,000980,许可类重组问询函,CDD00098037778.pdf
1738,2016-04-04,华映科技,000536,年报问询函,CDD00053637745.pdf
1739,2016-04-01,华泽钴镍,000693,关注函,CDD00069337732.pdf
1740,2016-03-31,荣安地产,000517,年报问询函,CDD00051737693.pdf
1741,2016-03-30,*ST古汉,000590,年报问询函,CDD00059037707.pdf
1742,2016-03-30,全新好,000007,关注函,CDD00000737717.pdf
1743,2016-03-30,绵世股份,000609,年报问询函,CDD00060937678.pdf
1744,2016-03-30,国际医学,000516,关注函,CDD00051637705.pdf
1745,2016-03-28,*ST中富,000659,关注函,CDD00065937684.pdf
1746,2016-03-28,*ST华锦,000059,年报问询函,CDD00005937674.pdf
1747,2016-03-28,黑芝麻,000716,关注函,CDD00071637666.pdf
1748,2016-03-28,黑芝麻,000716,关注函,CDD00071637662.pdf
1749,2016-03-24,*ST华赛,000068,年报问询函,CDD00006837648.pdf
1750,2016-03-24,财信发展,000838,关注函,CDD00083837660.pdf
1751,2016-03-23,南风化工,000737,年报问询函,CDD00073737634.pdf
1752,2016-03-23,*ST蒙发,000611,关注函,CDD00061137638.pdf
1753,2016-03-21,渤海金控,000415,关注函,CDD00041537611.pdf
1754,2016-03-17,长城电脑,000066,许可类重组问询函,CDD00006637603.pdf
1755,2016-03-17,国药一致,000028,许可类重组问询函,CDD00002837595.pdf
1756,2016-03-17,恒逸石化,000703,关注函,CDD00070337588.pdf
1757,2016-03-17,*ST美利,000815,年报问询函,CDD00081537600.pdf
1758,2016-03-16,*ST海龙,000677,年报问询函,CDD00067737545.pdf
1759,2016-03-15,金城股份,000820,关注函,CDD00082037572.pdf
1760,2016-03-14,高升控股,000971,许可类重组问询函,CDD00097137563.pdf
1761,2016-03-11,豫能控股,001896,许可类重组问询函,CDD00189637551.pdf
1762,2016-03-11,神州高铁,000008,关注函,CDD00000837557.pdf
1763,2016-03-11,大连国际,000881,许可类重组问询函,CDD00088137553.pdf
1764,2016-03-10,新中基,000972,年报问询函,CDD00097237540.pdf
1765,2016-03-09,银亿股份,000981,许可类重组问询函,CDD00098137530.pdf
1766,2016-03-09,中银绒业,000982,关注函,CDD00098237523.pdf
1767,2016-03-09,欣龙控股,000955,关注函,CDD00095537524.pdf
1768,2016-03-08,*ST天化,000912,年报问询函,CDD00091237491.pdf
1769,2016-03-07,*ST美利,000815,关注函,CDD00081537520.pdf
1770,2016-03-07,北方国际,000065,许可类重组问询函,CDD00006537508.pdf
1771,2016-03-07,东方钽业,000962,关注函,CDD00096237500.pdf
1772,2016-03-07,全新好,000007,关注函,CDD00000737497.pdf
1773,2016-03-04,如意集团,000626,关注函,CDD00062637493.pdf
1774,2016-03-04,通化金马,000766,关注函,CDD00076637494.pdf
1775,2016-03-03,如意集团,000626,年报问询函,CDD00062637481.pdf
1776,2016-03-03,兰州黄河,000929,许可类重组问询函,CDD00092937484.pdf
1777,2016-03-03,华泽钴镍,000693,关注函,CDD00069337477.pdf
1778,2016-03-02,中银绒业,000982,关注函,CDD00098237469.pdf
1779,2016-03-02,华泽钴镍,000693,关注函,CDD00069337473.pdf
1780,2016-03-02,长城电脑,000066,许可类重组问询函,CDD00006637454.pdf
1781,2016-03-01,深天地Ａ,000023,关注函,CDD00002337458.pdf
1782,2016-03-01,荣安地产,000517,关注函,CDD00051737457.pdf
1783,2016-03-01,兴业矿业,000426,许可类重组问询函,CDD00042637456.pdf
1784,2016-02-25,深天地Ａ,000023,许可类重组问询函,CDD00002337413.pdf
1785,2016-02-24,亚太实业,000691,关注函,CDD00069137407.pdf
1786,2016-02-24,桐 君 阁,000591,关注函,CDD00059137401.pdf
1787,2016-02-23,京蓝科技,000711,许可类重组问询函,CDD00071137398.pdf
1788,2016-02-22,新 希 望,000876,许可类重组问询函,CDD00087637385.pdf
1789,2016-02-19,万泽股份,000534,非许可类重组问询函,CDD00053437373.pdf
1790,2016-02-19,桐 君 阁,000591,关注函,CDD00059137377.pdf
1791,2016-02-18,*ST星美,000892,年报问询函,CDD00089237372.pdf
1792,2016-02-18,深 赛 格,000058,许可类重组问询函,CDD00005837355.pdf
1793,2016-02-18,神州长城,000018,关注函,CDD00001837369.pdf
1794,2016-02-16,*ST春晖,000976,年报问询函,CDD00097637354.pdf
1795,2016-02-16,南华生物,000504,关注函,CDD00050437351.pdf
1796,2016-02-04,亚太实业,000691,关注函,CDD00069137328.pdf
1797,2016-02-04,中钨高新,000657,许可类重组问询函,CDD00065737336.pdf
1798,2016-02-04,*ST星美,000892,许可类重组问询函,CDD00089237329.pdf
1799,2016-01-28,航天科技,000901,许可类重组问询函,CDD00090137275.pdf
1800,2016-01-26,如意集团,000626,许可类重组问询函,CDD00062637264.pdf
1801,2016-01-21,深华新,000010,关注函,CDD00001037242.pdf
1802,2016-01-19,*ST海龙,000677,许可类重组问询函,CDD00067737220.pdf
1803,2016-01-19,创维数字,000810,许可类重组问询函,CDD00081037218.pdf
1804,2016-01-14,隆平高科,000998,关注函,CDD00099837191.pdf
1805,2016-01-11,*ST华赛,000068,关注函,CDD00006837150.pdf
1806,2016-01-08,*ST皇台,000995,关注函,CDD00099537141.pdf
1807,2016-01-07,山东路桥,000498,关注函,CDD00049837123.pdf
1808,2016-01-07,黑芝麻,000716,许可类重组问询函,CDD00071637132.pdf
1809,2016-01-07,茂化实华,000637,关注函,CDD00063737131.pdf
1810,2016-01-05,新中基,000972,许可类重组问询函,CDD00097237118.pdf
1811,2016-01-05,零七股份,000007,关注函,CDD00000737114.pdf
1812,2016-01-04,汇源通信,000586,许可类重组问询函,CDD00058637110.pdf
1813,2016-01-04,*ST美利,000815,关注函,CDD00081537099.pdf
1814,2016-01-04,三木集团,000632,关注函,CDD00063237057.pdf
1815,2016-01-02,康达尔,000048,关注函,CDD00004837101.pdf
1816,2016-01-02,康达尔,000048,关注函,CDD00004837100.pdf
1817,2015-12-31,金城股份,000820,关注函,CDD00082037084.pdf
1818,2015-12-31,金城股份,000820,关注函,CDD00082037087.pdf
1819,2015-12-31,中水渔业,000798,关注函,CDD00079837078.pdf
1820,2015-12-30,顺发恒业,000631,关注函,CDD00063137052.pdf
1821,2015-12-30,零七股份,000007,关注函,CDD00000737066.pdf
1822,2015-12-30,东北电气,000585,关注函,CDD00058537047.pdf
1823,2015-12-29,沈阳化工,000698,关注函,CDD00069837064.pdf
1824,2015-12-29,中银绒业,000982,关注函,CDD00098237071.pdf
1825,2015-12-28,亚太实业,000691,关注函,CDD00069137050.pdf
1826,2015-12-28,高升控股,000971,许可类重组问询函,CDD00097137046.pdf
1827,2015-12-28,康达尔,000048,关注函,CDD00004837043.pdf
1828,2015-12-24,万  科Ａ,000002,关注函,CDD00000237027.pdf
1829,2015-12-24,深华新,000010,关注函,CDD00001037004.pdf
1830,2015-12-22,华泽钴镍,000693,关注函,CDD00069336986.pdf
1831,2015-12-22,盛达矿业,000603,许可类重组问询函,CDD00060336983.pdf
1832,2015-12-21,财信发展,000838,关注函,CDD00083836995.pdf
1833,2015-12-21,高鸿股份,000851,许可类重组问询函,CDD00085136988.pdf
1834,2015-12-21,天音控股,000829,非许可类重组问询函,CDD00082936981.pdf
1835,2015-12-18,天山纺织,000813,许可类重组问询函,CDD00081336958.pdf
1836,2015-12-18,新 希 望,000876,关注函,CDD00087636971.pdf
1837,2015-12-18,宝塔实业,000595,许可类重组问询函,CDD00059536969.pdf
1838,2015-12-18,零七股份,000007,关注函,CDD00000736945.pdf
1839,2015-12-17,江南红箭,000519,许可类重组问询函,CDD00051936944.pdf
1840,2015-12-17,*ST中富,000659,关注函,CDD00065936941.pdf
1841,2015-12-16,欣龙控股,000955,关注函,CDD00095536929.pdf
